Yogurt - Assorted Pack,Bronx,New York,United States,44
Cabbage - Red,Denver,Colorado,United States,50
Flower - Commercial Spider,Colorado Springs,Colorado,United States,40
Olives - Nicoise,Tampa,Florida,United States,69
Pears - Fiorelle,Dallas,Texas,United States,39
Veal - Sweetbread,Pensacola,Florida,United States,75
"Mushroom - Chantrelle, Fresh",Orlando,Florida,United States,38
Oysters - Smoked,Dayton,Ohio,United States,98
Carbonated Water - Raspberry,Grand Rapids,Michigan,United States,53
Pork Casing,Dallas,Texas,United States,49
Mustard - Dijon,Norwalk,Connecticut,United States,69
"Lemonade - Black Cherry, 591 Ml",West Palm Beach,Florida,United States,56
"Juice - Tomato, 48 Oz",Harrisburg,Pennsylvania,United States,64
Veal Inside - Provimi,High Point,North Carolina,United States,48
Sauce - Roasted Red Pepper,Milwaukee,Wisconsin,United States,69
Pate - Peppercorn,Des Moines,Iowa,United States,39
Grapes - Red,New York City,New York,United States,98
Chicken - Whole Roasting,Young America,Minnesota,United States,56
Carbonated Water - White Grape,Des Moines,Iowa,United States,52
Longos - Penne With Pesto,Saint Joseph,Missouri,United States,3
Table Cloth 54x54 Colour,Lexington,Kentucky,United States,63
Pomegranates,Philadelphia,Pennsylvania,United States,12
"Wine - White, Pinot Grigio",Washington,District of Columbia,United States,78
"Pepper - Paprika, Spanish",Baton Rouge,Louisiana,United States,36
Coffee - Almond Amaretto,Cleveland,Ohio,United States,3
"Rum - Light, Captain Morgan",Denver,Colorado,United States,61
Extract - Raspberry,Corpus Christi,Texas,United States,65
Rice Paper,San Francisco,California,United States,82
Sweet Pea Sprouts,Washington,District of Columbia,United States,56
Pork - Inside,New York City,New York,United States,38
"Bread - Roll, Calabrese",Albuquerque,New Mexico,United States,83
"Soup - Knorr, Chicken Noodle",Fresno,California,United States,94
Coffee Caramel Biscotti,Provo,Utah,United States,24
Fenngreek Seed,Washington,District of Columbia,United States,29
"Sprite, Diet - 355ml",Chico,California,United States,72
Capers - Pickled,Spartanburg,South Carolina,United States,13
"Butter - Salted, Micro",New Orleans,Louisiana,United States,34
"Cake Circle, Foil, Scallop",Washington,District of Columbia,United States,18
Amaretto,Davenport,Iowa,United States,70
"Clams - Littleneck, Whole",Macon,Georgia,United States,80
"Gingerale - Schweppes, 355 Ml",Pittsburgh,Pennsylvania,United States,56
Soup - Cream Of Broccoli,New Orleans,Louisiana,United States,81
"Gingerale - Schweppes, 355 Ml",Worcester,Massachusetts,United States,99
Flour - Whole Wheat,Visalia,California,United States,65
Juice - Orange,Carson City,Nevada,United States,78
Oxtail - Cut,Arlington,Texas,United States,54
Creme De Cacao Mcguines,Tulsa,Oklahoma,United States,83
Spice - Pepper Portions,Salt Lake City,Utah,United States,44
Muffin - Banana Nut Individual,Erie,Pennsylvania,United States,36
Sea Urchin,Richmond,Virginia,United States,27
Butter - Unsalted,Manchester,New Hampshire,United States,29
Black Currants,Philadelphia,Pennsylvania,United States,8
Spice - Montreal Steak Spice,Nashville,Tennessee,United States,64
Beef Ground Medium,Tacoma,Washington,United States,74
Pastry - Raisin Muffin - Mini,Toledo,Ohio,United States,3
Wine - Merlot Vina Carmen,Miami,Florida,United States,73
Juice - Prune,Billings,Montana,United States,68
"Brandy - Orange, Mc Guiness",Richmond,Virginia,United States,61
Arrowroot,Saint Louis,Missouri,United States,53
"Halibut - Whole, Fresh",Fort Wayne,Indiana,United States,59
Longan,Seattle,Washington,United States,23
Tea Peppermint,Amarillo,Texas,United States,57
Milkettes - 2%,San Antonio,Texas,United States,100
Vanilla Beans,Lexington,Kentucky,United States,69
Sauce - Ranch Dressing,Santa Fe,New Mexico,United States,99
Shiro Miso,Houston,Texas,United States,16
Eggplant - Baby,Anchorage,Alaska,United States,62
Chocolate - Unsweetened,Clearwater,Florida,United States,22
Muskox - French Rack,Washington,District of Columbia,United States,64
Maintenance Removal Charge,Denver,Colorado,United States,91
Mangoes,Portland,Oregon,United States,72
Cocktail Napkin Blue,Austin,Texas,United States,71
Puree - Passion Fruit,Newark,New Jersey,United States,5
Rice Wine - Aji Mirin,Charlottesville,Virginia,United States,61
Wine - Soave Folonari,Peoria,Illinois,United States,85
Pastry - French Mini Assorted,Tallahassee,Florida,United States,52
The Pop Shoppe - Root Beer,Boston,Massachusetts,United States,59
Flower - Commercial Bronze,Lakeland,Florida,United States,57
"Lamb - Loin, Trimmed, Boneless",New Orleans,Louisiana,United States,40
Cherries - Fresh,Houston,Texas,United States,23
Salt - Sea,Beaumont,Texas,United States,38
Kaffir Lime Leaves,Chattanooga,Tennessee,United States,58
Langers - Ruby Red Grapfruit,Denton,Texas,United States,50
Wine La Vielle Ferme Cote Du,Longview,Texas,United States,18
Wine - Shiraz South Eastern,Birmingham,Alabama,United States,75
"Pepper - Julienne, Frozen",Las Vegas,Nevada,United States,68
"Gingerale - Schweppes, 355 Ml",Glendale,Arizona,United States,10
Butter Balls Salted,Madison,Wisconsin,United States,99
Lettuce - Romaine,Springfield,Illinois,United States,42
Pork - Belly Fresh,Washington,District of Columbia,United States,8
Chambord Royal,Wichita Falls,Texas,United States,84
Figs,Orange,California,United States,3
Table Cloth 62x114 Colour,Irving,Texas,United States,65
"Nestea - Ice Tea, Diet",Des Moines,Iowa,United States,59
Cheese - Cheddar With Claret,Chicago,Illinois,United States,80
Curry Paste - Madras,Port Charlotte,Florida,United States,14
Blackberries,Oceanside,California,United States,13
Water - Spring Water 500ml,Hartford,Connecticut,United States,54
Steam Pan - Half Size Deep,Portland,Maine,United States,71
"Mushroom - Chanterelle, Dry",Columbus,Ohio,United States,89
Napkin - Beverage 1 Ply,Salem,Oregon,United States,19
Onion - Dried,Austin,Texas,United States,31
Olive - Spread Tapenade,San Bernardino,California,United States,33
"Radish - Black, Winter, Organic",Warren,Ohio,United States,27
Cheese - Swiss,Dallas,Texas,United States,61
Jack Daniels,Chicago,Illinois,United States,67
"Roe - Lump Fish, Black",Cape Coral,Florida,United States,5
Coffee - Almond Amaretto,Scottsdale,Arizona,United States,75
Tray - 12in Rnd Blk,Nashville,Tennessee,United States,28
Cinnamon - Ground,Jamaica,New York,United States,66
"Sauce - Soya, Light",Newark,Delaware,United States,15
Cardamon Seed / Pod,Minneapolis,Minnesota,United States,38
Salt And Pepper Mix - Black,Atlanta,Georgia,United States,40
"Beef - Tenderlion, Center Cut",Dayton,Ohio,United States,89
Turnip - Wax,Lafayette,Indiana,United States,72
Huck White Towels,Yakima,Washington,United States,72
Initation Crab Meat,Buffalo,New York,United States,2
Scallops - 10/20,San Bernardino,California,United States,97
Beans - French,New York City,New York,United States,50
Peach - Halves,Riverside,California,United States,90
Soup - Campbells Mac N Cheese,Albany,New York,United States,40
"Napkin - Cocktail,beige 2 - Ply",Jefferson City,Missouri,United States,42
English Muffin,Huntington,West Virginia,United States,80
Tea - Honey Green Tea,Salt Lake City,Utah,United States,59
Puree - Guava,Fort Collins,Colorado,United States,55
"Beef - Outside, Round",Memphis,Tennessee,United States,3
Bread - Olive,Mobile,Alabama,United States,23
Kaffir Lime Leaves,Milwaukee,Wisconsin,United States,100
Sausage - Breakfast,Pasadena,California,United States,44
Oxtail - Cut,Indianapolis,Indiana,United States,56
Eggplant - Baby,Portland,Oregon,United States,58
Salmon - Fillets,Akron,Ohio,United States,2
Potatoes - Peeled,Greensboro,North Carolina,United States,48
Appetizer - Sausage Rolls,Lake Worth,Florida,United States,77
Calvados - Boulard,Spring Hill,Florida,United States,88
Heavy Duty Dust Pan,Fort Lauderdale,Florida,United States,53
"Doilies - 12, Paper",Wilmington,Delaware,United States,38
"Beans - Kidney, Red Dry",Portland,Oregon,United States,84
"Bread - Roll, Soft White Round",Saint Louis,Missouri,United States,87
Water Chestnut - Canned,Cheyenne,Wyoming,United States,14
"Turkey - Breast, Boneless Sk On",Hialeah,Florida,United States,40
Juice - Cranberry 284ml,Knoxville,Tennessee,United States,48
Dill Weed - Fresh,Albuquerque,New Mexico,United States,32
Butcher Twine 4r,Anaheim,California,United States,82
Shrimp - Black Tiger 26/30,Kansas City,Missouri,United States,95
Monkfish Fresh - Skin Off,New Orleans,Louisiana,United States,92
"Tortillas - Flour, 12",Anaheim,California,United States,52
Marjoram - Fresh,Saint Cloud,Minnesota,United States,79
"Veal - Leg, Provimi - 50 Lb Max",Greenville,South Carolina,United States,10
Juice - Mango,Scranton,Pennsylvania,United States,11
Coriander - Seed,Houston,Texas,United States,99
Molasses - Fancy,Charleston,West Virginia,United States,23
"Pork - Sausage, Medium",Hialeah,Florida,United States,73
Oil - Margarine,Rockford,Illinois,United States,49
Slt - Individual Portions,Washington,District of Columbia,United States,5
Bay Leaf,Las Vegas,Nevada,United States,27
"Pasta - Fett Alfredo, Single Serve",Washington,District of Columbia,United States,34
Clams - Bay,Dayton,Ohio,United States,62
Wine - Pinot Noir Mondavi Coastal,Topeka,Kansas,United States,56
Ginger - Fresh,Clearwater,Florida,United States,34
Bamboo Shoots - Sliced,Green Bay,Wisconsin,United States,58
Green Tea Refresher,Tucson,Arizona,United States,31
Port - 74 Brights,Lees Summit,Missouri,United States,88
Pastry - Plain Baked Croissant,El Paso,Texas,United States,58
Tomato - Plum With Basil,Aiken,South Carolina,United States,61
"Shrimp - 16/20, Peeled Deviened",Corona,California,United States,79
Cup Translucent 9 Oz,Apache Junction,Arizona,United States,34
"Bread - Roll, Whole Wheat",Aurora,Colorado,United States,78
Sage Derby,Bethlehem,Pennsylvania,United States,70
Rhubarb,Waterloo,Iowa,United States,48
"Salmon - Atlantic, No Skin",Evansville,Indiana,United States,9
Cup - Paper 10oz 92959,Huntsville,Alabama,United States,76
Beer - Creemore,Huntington,West Virginia,United States,42
"Yogurt - Banana, 175 Gr",Mobile,Alabama,United States,82
Tomatoes - Grape,Indianapolis,Indiana,United States,48
Lettuce - Boston Bib,Rochester,Minnesota,United States,91
"Coke - Diet, 355 Ml",Los Angeles,California,United States,47
Soup - Campbells Bean Medley,Chicago,Illinois,United States,17
Clams - Canned,Mobile,Alabama,United States,61
Tomato Puree,Petaluma,California,United States,52
Lettuce - Baby Salad Greens,Vienna,Virginia,United States,54
Chutney Sauce,Sacramento,California,United States,28
"Glass - Wine, Plastic, Clear 5 Oz",Orlando,Florida,United States,73
Island Oasis - Magarita Mix,Loretto,Minnesota,United States,34
Cake - Miini Cheesecake Cherry,Saint Louis,Missouri,United States,72
"Veal - Brisket, Provimi,bnls",Melbourne,Florida,United States,54
"Trout - Hot Smkd, Dbl Fillet",Henderson,Nevada,United States,20
"Juice - Grape, White",Bellevue,Washington,United States,74
Potatoes - Mini White 3 Oz,Miami,Florida,United States,66
Steampan - Half Size Shallow,Denver,Colorado,United States,96
"Marsala - Sperone, Fine, D.o.c.",Tulsa,Oklahoma,United States,8
"Iced Tea - Lemon, 460 Ml",Austin,Texas,United States,78
Island Oasis - Cappucino Mix,Grand Junction,Colorado,United States,70
Lettuce - Lambs Mash,Prescott,Arizona,United States,16
Crab - Soft Shell,Pueblo,Colorado,United States,94
"Wine - White, Mosel Gold",Winston Salem,North Carolina,United States,9
Dill Weed - Dry,Long Beach,California,United States,55
Vinegar - White,Los Angeles,California,United States,47
Ocean Spray - Kiwi Strawberry,Albuquerque,New Mexico,United States,97
Wine - Cousino Macul Antiguas,Phoenix,Arizona,United States,85
Puree - Strawberry,Katy,Texas,United States,69
Wine - Ruffino Chianti Classico,San Antonio,Texas,United States,32
Vinegar - Rice,Milwaukee,Wisconsin,United States,80
"Yogurt - Raspberry, 175 Gr",Port Charlotte,Florida,United States,37
Pie Box - Cello Window 2.5,Tacoma,Washington,United States,79
Mushroom - Crimini,Tacoma,Washington,United States,10
Bols Melon Liqueur,Pittsburgh,Pennsylvania,United States,88
Beef - Top Butt,Columbus,Georgia,United States,78
"Mushroom - Enoki, Fresh",Orlando,Florida,United States,82
Ecolab Crystal Fusion,Seattle,Washington,United States,64
Wine - Taylors Reserve,San Antonio,Texas,United States,62
Mushroom - Crimini,Cincinnati,Ohio,United States,64
Gherkin,New York City,New York,United States,80
V8 Pet,Arvada,Colorado,United States,5
"Capon - Breast, Double, Wing On",El Paso,Texas,United States,89
Pasta - Agnolotti - Butternut,New York City,New York,United States,28
Flavouring Vanilla Artificial,New York City,New York,United States,79
Oil - Hazelnut,Staten Island,New York,United States,41
Wonton Wrappers,Sunnyvale,California,United States,84
Dawn Professionl Pot And Pan,El Paso,Texas,United States,73
Potatoes - Yukon Gold 5 Oz,San Jose,California,United States,25
Lambcasing,Columbus,Ohio,United States,54
Plasticspoonblack,Riverside,California,United States,49
Milk - Chocolate 250 Ml,Arlington,Texas,United States,10
Silicone Paper 16.5x24,Beaumont,Texas,United States,29
Sweet Pea Sprouts,Carlsbad,California,United States,66
Energy Drink,North Little Rock,Arkansas,United States,68
Table Cloth 90x90 Colour,Atlanta,Georgia,United States,92
V8 - Berry Blend,Birmingham,Alabama,United States,93
"Juice - Apple, 500 Ml",El Paso,Texas,United States,88
Cake Slab,Atlanta,Georgia,United States,84
Tamarillo,Tulsa,Oklahoma,United States,69
Wine - Champagne Brut Veuve,Richmond,Virginia,United States,28
"Beans - Kidney, Canned",Birmingham,Alabama,United States,22
"Pasta - Fettuccine, Dry",Kansas City,Missouri,United States,26
Wine - Chateau Bonnet,Charleston,South Carolina,United States,31
Lamb - Whole Head Off,Dallas,Texas,United States,63
"Soup - Campbells, Butternut",El Paso,Texas,United States,15
Steel Wool S.o.s,Hollywood,Florida,United States,78
Cranberries - Frozen,Charlotte,North Carolina,United States,76
"Rum - Dark, Bacardi, Black",Columbus,Ohio,United States,29
Cakes Assorted,Washington,District of Columbia,United States,6
Beer - Sleemans Cream Ale,Richmond,Virginia,United States,72
Versatainer Nc - 9388,Durham,North Carolina,United States,49
"Wine - Red, Colio Cabernet",Las Vegas,Nevada,United States,25
Syrup - Kahlua Chocolate,Santa Cruz,California,United States,12
Pork - Belly Fresh,Honolulu,Hawaii,United States,37
Ice Cream - Chocolate,Chicago,Illinois,United States,59
Honey - Lavender,Orlando,Florida,United States,17
"Cod - Salted, Boneless",Las Vegas,Nevada,United States,97
Grapes - Red,Miami Beach,Florida,United States,86
"Juice - Tomato, 10 Oz",Madison,Wisconsin,United States,83
Flower - Commercial Spider,San Diego,California,United States,98
Melon - Honey Dew,Omaha,Nebraska,United States,23
Mangoes,Scranton,Pennsylvania,United States,20
Potatoes - Mini White 3 Oz,Albuquerque,New Mexico,United States,34
Chocolate - Liqueur Cups With Foil,Oxnard,California,United States,27
"Beef - Roasted, Cooked",Akron,Ohio,United States,49
Spic And Span All Purpose,Eugene,Oregon,United States,5
Wine - Magnotta - Belpaese,Mobile,Alabama,United States,26
Longos - Greek Salad,Shawnee Mission,Kansas,United States,2
"Cheese - Romano, Grated",Oklahoma City,Oklahoma,United States,19
Tandoori Curry Paste,Riverside,California,United States,10
Lid Tray - 16in Dome,Orlando,Florida,United States,4
Compound - Mocha,Terre Haute,Indiana,United States,7
Bread Roll Foccacia,Herndon,Virginia,United States,13
Chinese Foods - Chicken Wing,Saint Louis,Missouri,United States,74
Ecolab - Lime - A - Way 4/4 L,Berkeley,California,United States,23
Sansho Powder,Tacoma,Washington,United States,63
Rootbeer,Kissimmee,Florida,United States,76
Flax Seed,Cincinnati,Ohio,United States,16
Tomatoes - Cherry,Fresno,California,United States,97
V8 Pet,Topeka,Kansas,United States,82
"Wine - Red, Wolf Blass, Yellow",Washington,District of Columbia,United States,96
Langers - Mango Nectar,Salt Lake City,Utah,United States,66
Coffee - Frthy Coffee Crisp,Carson City,Nevada,United States,50
Juice - Orange 1.89l,Everett,Washington,United States,59
Walkers Special Old Whiskey,South Bend,Indiana,United States,38
Soup - Campbells - Chicken Noodle,Rochester,New York,United States,36
Soup Bowl Clear 8oz92008,Metairie,Louisiana,United States,28
Rye Special Old,Portland,Oregon,United States,68
Beef Ground Medium,Clearwater,Florida,United States,27
French Kiss Vanilla,Washington,District of Columbia,United States,20
Muffin Carrot - Individual,Sioux Falls,South Dakota,United States,41
Wine - Ej Gallo Sierra Valley,North Little Rock,Arkansas,United States,90
Campari,San Antonio,Texas,United States,54
Spice - Onion Powder Granulated,Miami,Florida,United States,62
"Wine - Red, Gallo, Merlot",Utica,New York,United States,2
Wine - Acient Coast Caberne,Columbia,Missouri,United States,69
Turnip - White,Newark,New Jersey,United States,27
Bouq All Italian - Primerba,Pittsburgh,Pennsylvania,United States,13
Lamb - Shoulder,Los Angeles,California,United States,35
Spice - Paprika,Springfield,Illinois,United States,95
Irish Cream - Butterscotch,Fort Lauderdale,Florida,United States,28
"Wine - Cahors Ac 2000, Clos",Memphis,Tennessee,United States,87
Pastry - French Mini Assorted,Portland,Oregon,United States,4
Longos - Cheese Tortellini,Albany,Georgia,United States,61
Curry Paste - Madras,Boise,Idaho,United States,20
Wine - Casillero Deldiablo,Largo,Florida,United States,83
Longos - Chicken Caeser Salad,New Orleans,Louisiana,United States,61
Broom - Corn,Houston,Texas,United States,88
"Cup - 3.5oz, Foam",Idaho Falls,Idaho,United States,3
Cheese - Stilton,Inglewood,California,United States,25
"Sugar - Sweet N Low, Individual",New York City,New York,United States,21
Muffin Mix - Lemon Cranberry,Washington,District of Columbia,United States,61
"Vodka - Hot, Lnferno",Raleigh,North Carolina,United States,29
Pastry - Cheese Baked Scones,Wilmington,Delaware,United States,80
Prunes - Pitted,Frederick,Maryland,United States,12
"Quail - Whole, Bone - In",Harrisburg,Pennsylvania,United States,19
Chicken - White Meat With Tender,El Paso,Texas,United States,63
Beef - Short Loin,Richmond,Virginia,United States,97
Marjoram - Fresh,Tyler,Texas,United States,62
Mushroom - Crimini,Buffalo,New York,United States,95
Rosemary - Dry,New Orleans,Louisiana,United States,98
Bread - Hot Dog Buns,Washington,District of Columbia,United States,42
Chips Potato Salt Vinegar 43g,Provo,Utah,United States,32
Squash - Guords,Toledo,Ohio,United States,23
Lid Coffeecup 12oz D9542b,Flint,Michigan,United States,22
"Napkin - Cocktail,beige 2 - Ply",Phoenix,Arizona,United States,63
Chicken - Leg / Back Attach,Salem,Oregon,United States,54
Kellogs All Bran Bars,Lexington,Kentucky,United States,67
Potato - Sweet,Cleveland,Ohio,United States,3
Coffee - Decafenated,San Francisco,California,United States,64
Cake - Mini Cheesecake,Worcester,Massachusetts,United States,16
Pepper - Scotch Bonnet,Wilmington,Delaware,United States,41
Remy Red,Irvine,California,United States,20
Tart - Butter Plain Squares,Newark,Delaware,United States,23
Sauce - Rosee,Santa Monica,California,United States,6
Bagel - 12 Grain Preslice,Gary,Indiana,United States,15
Propel Sport Drink,San Jose,California,United States,35
"Veal - Brisket, Provimi, Bone - In",Paterson,New Jersey,United States,51
Wine - Shiraz Wolf Blass Premium,Denver,Colorado,United States,92
Chutney Sauce - Mango,Baton Rouge,Louisiana,United States,69
Glass Clear 8 Oz,Oakland,California,United States,96
Spring Roll Wrappers,Tucson,Arizona,United States,74
Lobster - Canned Premium,Crawfordsville,Indiana,United States,42
Cup Translucent 9 Oz,Waterbury,Connecticut,United States,87
Muffin - Zero Transfat,Little Rock,Arkansas,United States,21
Lemon Pepper,Washington,District of Columbia,United States,56
Beer - Upper Canada Lager,Allentown,Pennsylvania,United States,77
Shichimi Togarashi Peppeers,Glendale,California,United States,20
White Baguette,Flushing,New York,United States,74
Beer - Upper Canada Light,Arlington,Texas,United States,21
Pur Value,Charleston,West Virginia,United States,20
Wine - Peller Estates Late,Greensboro,North Carolina,United States,28
Noodles - Steamed Chow Mein,Roanoke,Virginia,United States,97
Turkey - Ground. Lean,Vancouver,Washington,United States,76
Neckerchief Blck,Newport News,Virginia,United States,30
Pants Custom Dry Clean,Levittown,Pennsylvania,United States,38
"7up Diet, 355 Ml",Redwood City,California,United States,33
Browning Caramel Glace,Washington,District of Columbia,United States,17
"Sauce - Black Current, Dry Mix",Las Vegas,Nevada,United States,51
Bread - Assorted Rolls,Washington,District of Columbia,United States,40
Wine - Sogrape Mateus Rose,Colorado Springs,Colorado,United States,28
Truffle Cups - Brown,Anniston,Alabama,United States,41
Gatorade - Xfactor Berry,Cheyenne,Wyoming,United States,27
Yeast Dry - Fermipan,Washington,District of Columbia,United States,23
Soup Campbells Split Pea And Ham,Chicago,Illinois,United States,99
Pasta - Agnolotti - Butternut,Washington,District of Columbia,United States,23
White Fish - Filets,Cedar Rapids,Iowa,United States,66
Cheese - Parmesan Cubes,Whittier,California,United States,35
Cheese - Parmesan Cubes,Amarillo,Texas,United States,58
Carbonated Water - Blackberry,Brooklyn,New York,United States,95
Wine - Shiraz Wolf Blass Premium,New Hyde Park,New York,United States,35
Red Currant Jelly,Tucson,Arizona,United States,16
Apricots - Halves,Rochester,Minnesota,United States,39
Pork - Liver,Newark,Delaware,United States,11
"Turkey - Breast, Bone - In",Rochester,New York,United States,22
"Soup - Campbells, Minestrone",Whittier,California,United States,64
Cheese - Comtomme,Houston,Texas,United States,97
Pastry - Choclate Baked,Virginia Beach,Virginia,United States,89
Raspberries - Frozen,Hartford,Connecticut,United States,93
Boogies,Dayton,Ohio,United States,31
Cheese - Brick With Onion,Santa Monica,California,United States,77
"Seedlings - Buckwheat, Organic",Aurora,Colorado,United States,33
Muffin Batt - Carrot Spice,Savannah,Georgia,United States,83
Table Cloth 90x90 Colour,San Bernardino,California,United States,80
Bread - Pita,Denver,Colorado,United States,64
Pear - Prickly,Minneapolis,Minnesota,United States,43
Muffin Hinge - 211n,Muncie,Indiana,United States,74
"Bread - Pullman, Sliced",San Antonio,Texas,United States,78
Bag - Clear 7 Lb,Las Vegas,Nevada,United States,16
Cake - Cheese Cake 9 Inch,Pomona,California,United States,72
Cheese - Cottage Cheese,Charlotte,North Carolina,United States,38
Lettuce - Sea / Sea Asparagus,Naples,Florida,United States,48
Pork - Smoked Kassler,Buffalo,New York,United States,35
"Tortillas - Flour, 8",Charlotte,North Carolina,United States,48
Cornstarch,Fresno,California,United States,95
Cleaner - Lime Away,Birmingham,Alabama,United States,56
Tuna - Bluefin,Seattle,Washington,United States,89
Coffee Cup 12oz 5342cd,New Haven,Connecticut,United States,43
Chocolate Bar - Smarties,Louisville,Kentucky,United States,99
Pork - Smoked Kassler,Tucson,Arizona,United States,7
Coconut - Whole,Columbus,Ohio,United States,6
Beef - Ox Tongue,York,Pennsylvania,United States,48
"Chilli Paste, Ginger Garlic",San Mateo,California,United States,19
Basil - Fresh,Albany,New York,United States,60
Pie Shells 10,Hartford,Connecticut,United States,15
Butter Balls Salted,Wilkes Barre,Pennsylvania,United States,61
"Vermouth - Sweet, Cinzano",New York City,New York,United States,83
Nougat - Paste / Cream,Houston,Texas,United States,40
Chocolate - Feathers,Norcross,Georgia,United States,62
