"Juice - Clamato, 341 Ml",Dallas,Texas,United States,99
Sauce - Caesar Dressing,Augusta,Georgia,United States,55
Rice Paper,Clearwater,Florida,United States,18
Peppercorns - Green,Baltimore,Maryland,United States,13
"Wine - Red, Cabernet Sauvignon",Tacoma,Washington,United States,66
Juice - Propel Sport,Boise,Idaho,United States,8
Potatoes - Idaho 100 Count,Houston,Texas,United States,97
Island Oasis - Strawberry,Jefferson City,Missouri,United States,11
Cake - Cheese Cake 9 Inch,Saint Augustine,Florida,United States,95
"Beans - Kidney, Canned",El Paso,Texas,United States,29
Carroway Seed,Irving,Texas,United States,7
"Melon - Watermelon, Seedless",Charleston,South Carolina,United States,51
Wine - Blue Nun Qualitatswein,Virginia Beach,Virginia,United States,18
Pate - Liver,San Jose,California,United States,99
Bacardi Limon,Baltimore,Maryland,United States,52
Crab - Meat,Des Moines,Iowa,United States,68
Beef - Cow Feet Split,Newport News,Virginia,United States,36
Cocoa Powder - Dutched,Saint Louis,Missouri,United States,68
"Pasta - Gnocchi, Potato",Newark,New Jersey,United States,49
Food Colouring - Blue,Van Nuys,California,United States,78
"Jam - Strawberry, 20 Ml Jar",Daytona Beach,Florida,United States,48
"Cheese - Cheddar, Old White",Columbus,Ohio,United States,50
Langers - Mango Nectar,Los Angeles,California,United States,89
"Pork - Back, Short Cut, Boneless",Jacksonville,Florida,United States,65
Table Cloth 81x81 Colour,Clearwater,Florida,United States,30
"Water - Mineral, Natural",Las Cruces,New Mexico,United States,3
Mikes Hard Lemonade,Fullerton,California,United States,40
Muffin Hinge Container 6,Denver,Colorado,United States,57
Sauce - Hp,New Orleans,Louisiana,United States,75
Icecream Bar - Del Monte,El Paso,Texas,United States,66
Appetizer - Seafood Assortment,Daytona Beach,Florida,United States,39
Chinese Foods - Chicken,Milwaukee,Wisconsin,United States,91
Beef Tenderloin Aaa,San Antonio,Texas,United States,12
Wine - George Duboeuf Rose,Lansing,Michigan,United States,78
Cookies - Englishbay Wht,Greensboro,North Carolina,United States,63
Sage Ground Wiberg,San Jose,California,United States,73
Table Cloth 53x53 White,Indianapolis,Indiana,United States,50
"Tray - Foam, Square 4 - S",Boca Raton,Florida,United States,16
Table Cloth 54x72 Colour,Arlington,Texas,United States,77
Cheese - Mascarpone,Baton Rouge,Louisiana,United States,13
Snapple - Iced Tea Peach,Wichita,Kansas,United States,38
"Red Snapper - Fillet, Skin On",Saint Louis,Missouri,United States,15
Steam Pan - Half Size Deep,Riverside,California,United States,38
Pork - Suckling Pig,Sacramento,California,United States,16
Wonton Wrappers,Toledo,Ohio,United States,100
Ice Cream Bar - Rolo Cone,Las Vegas,Nevada,United States,72
Flour - Teff,Des Moines,Iowa,United States,40
Wine - Sogrape Mateus Rose,Minneapolis,Minnesota,United States,7
"Chocolate - Pistoles, Lactee, Milk",Huntsville,Alabama,United States,68
Lobster - Base,Portland,Oregon,United States,82
Macaroons - Homestyle Two Bit,Kansas City,Missouri,United States,97
Coffee - Hazelnut Cream,Valley Forge,Pennsylvania,United States,86
Ginger - Pickled,Denver,Colorado,United States,4
Smirnoff Green Apple Twist,Jamaica,New York,United States,82
Cheese - Grana Padano,Milwaukee,Wisconsin,United States,2
Muffin Hinge Container 6,Atlanta,Georgia,United States,46
Nori Sea Weed - Gold Label,Montgomery,Alabama,United States,28
Capers - Pickled,Pomona,California,United States,79
Wine - Chardonnay Mondavi,Little Rock,Arkansas,United States,28
"Brocolinni - Gaylan, Chinese",Pensacola,Florida,United States,28
"Ice - Clear, 300 Lb For Carving",Arlington,Virginia,United States,56
"Shrimp - 16/20, Iqf, Shell On",Lansing,Michigan,United States,21
Lettuce - Green Leaf,Lincoln,Nebraska,United States,9
Wine - Cava Aria Estate Brut,Falls Church,Virginia,United States,20
Wine - Lou Black Shiraz,Birmingham,Alabama,United States,6
Coconut - Whole,West Palm Beach,Florida,United States,39
Banana - Green,Silver Spring,Maryland,United States,97
Bread - Burger,Raleigh,North Carolina,United States,45
Chivas Regal - 12 Year Old,El Paso,Texas,United States,11
Sauce - Salsa,Houston,Texas,United States,8
"Beef - Rouladin, Sliced",Brooklyn,New York,United States,19
Soho Lychee Liqueur,Washington,District of Columbia,United States,61
"Wine - Red, Cooking",Lubbock,Texas,United States,95
Cinnamon - Stick,Stamford,Connecticut,United States,12
Cilantro / Coriander - Fresh,El Paso,Texas,United States,50
Flower - Carnations,Pasadena,California,United States,23
Lamb - Ground,Humble,Texas,United States,7
"Thyme - Lemon, Fresh",Clearwater,Florida,United States,69
Cheese - Mix,Seattle,Washington,United States,60
"Beets - Candy Cane, Organic",Longview,Texas,United States,70
Flour - So Mix Cake White,Sacramento,California,United States,33
Higashimaru Usukuchi Soy,Detroit,Michigan,United States,44
Wine - Wyndham Estate Bin 777,New York City,New York,United States,76
"Lemonade - Natural, 591 Ml",Tacoma,Washington,United States,20
"Oranges - Navel, 72",Richmond,Virginia,United States,97
"Wine - Red, Harrow Estates, Cab",Tucson,Arizona,United States,79
Lemon Balm - Fresh,Sacramento,California,United States,96
"Pasta - Penne Primavera, Single",Durham,North Carolina,United States,18
Cheese - Mascarpone,Sioux City,Iowa,United States,76
Yucca,Billings,Montana,United States,77
Bread - Olive Dinner Roll,Richmond,Virginia,United States,52
"Lemonade - Kiwi, 591 Ml",Fargo,North Dakota,United States,26
"Yogurt - Raspberry, 175 Gr",El Paso,Texas,United States,77
Pastry - Baked Scones - Mini,Reno,Nevada,United States,51
Milk - 2%,Harrisburg,Pennsylvania,United States,7
Puree - Mocha,Glendale,California,United States,24
Seabream Whole Farmed,Watertown,Massachusetts,United States,13
Gelatine Leaves - Envelopes,New York City,New York,United States,59
Sugar - Splenda Sweetener,Scranton,Pennsylvania,United States,49
Cheese - Le Cheve Noir,Battle Creek,Michigan,United States,98
Latex Rubber Gloves Size 9,Bethesda,Maryland,United States,66
"Potatoes - Instant, Mashed",Akron,Ohio,United States,52
Banana Turning,Pensacola,Florida,United States,30
Tomato Paste,Toledo,Ohio,United States,100
Pastry - Apple Muffins - Mini,Marietta,Georgia,United States,16
Blueberries,Battle Creek,Michigan,United States,82
Chips Potato Salt Vinegar 43g,Roanoke,Virginia,United States,30
Apple - Granny Smith,Ashburn,Virginia,United States,60
Lettuce - Treviso,Kalamazoo,Michigan,United States,97
"Soup - Knorr, Chicken Gumbo",Houston,Texas,United States,54
"Gin - Gilbeys London, Dry",New Haven,Connecticut,United States,15
Durian Fruit,Grand Rapids,Michigan,United States,40
Sauce - Salsa,Albany,New York,United States,37
Bacardi Raspberry,Clearwater,Florida,United States,45
Oil - Pumpkinseed,Milwaukee,Wisconsin,United States,90
Wine - Chardonnay Mondavi,Little Rock,Arkansas,United States,22
Wine - Fino Tio Pepe Gonzalez,Longview,Texas,United States,20
Juice - Orange,Silver Spring,Maryland,United States,100
"Chilli Paste, Ginger Garlic",Cincinnati,Ohio,United States,94
Banana,Bloomington,Indiana,United States,61
Wine - Rubyport,New York City,New York,United States,90
Cognac - Courvaisier,El Paso,Texas,United States,65
Myers Planters Punch,Austin,Texas,United States,16
Water - Spring Water 500ml,Bethesda,Maryland,United States,23
"Wine - Red, Antinori Santa",San Diego,California,United States,61
"Wine - Magnotta, White",Spokane,Washington,United States,18
Halibut - Steaks,Fort Worth,Texas,United States,48
Snapple - Mango Maddness,Chicago,Illinois,United States,27
"Doilies - 5, Paper",Brooksville,Florida,United States,92
Cheese - Parmigiano Reggiano,Charlottesville,Virginia,United States,69
"Pineapple - Canned, Rings",Raleigh,North Carolina,United States,37
Cookie Chocolate Chip With,Saint Cloud,Minnesota,United States,40
Cheese - Mozzarella,Louisville,Kentucky,United States,55
"Crab - Dungeness, Whole, live",Loretto,Minnesota,United States,97
Pie Pecan,Sacramento,California,United States,73
Gherkin - Sour,Atlanta,Georgia,United States,97
Pie Filling - Apple,Shreveport,Louisiana,United States,25
Lid - 16 Oz And 32 Oz,Sacramento,California,United States,92
V8 Splash Strawberry Kiwi,Austin,Texas,United States,15
Flour - So Mix Cake White,Bethlehem,Pennsylvania,United States,72
"Pepper - White, Whole",Pueblo,Colorado,United States,90
Rice - Wild,Norfolk,Virginia,United States,7
Beer - Rickards Red,Topeka,Kansas,United States,67
Chicken Giblets,New York City,New York,United States,24
Tomatillo,Denver,Colorado,United States,48
Goat - Whole Cut,Amarillo,Texas,United States,18
Container - Clear 16 Oz,Topeka,Kansas,United States,22
Chicken - Whole,Aiken,South Carolina,United States,3
"Lentils - Red, Dry",South Lake Tahoe,California,United States,93
"Sprite, Diet - 355ml",Sacramento,California,United States,69
"Napkin - Cocktail,beige 2 - Ply",Jackson,Mississippi,United States,98
Spring Roll Wrappers,Clearwater,Florida,United States,47
Uniform Linen Charge,Jeffersonville,Indiana,United States,48
Garlic,Greensboro,North Carolina,United States,79
Haggis,San Antonio,Texas,United States,89
Horseradish Root,San Antonio,Texas,United States,55
Jam - Raspberry,Salt Lake City,Utah,United States,18
Butter - Salted,Las Vegas,Nevada,United States,39
Bagel - Ched Chs Presliced,Bridgeport,Connecticut,United States,55
Quinoa,Des Moines,Iowa,United States,4
Table Cloth 62x114 White,El Paso,Texas,United States,96
"Nestea - Ice Tea, Diet",Louisville,Kentucky,United States,3
Grapes - Green,Rochester,New York,United States,35
Rice - Jasmine Sented,Kansas City,Missouri,United States,34
Flour - Semolina,Greensboro,North Carolina,United States,26
Energy - Boo - Koo,Des Moines,Iowa,United States,34
Napkin - Beverage 1 Ply,Palatine,Illinois,United States,83
Halibut - Fletches,Kansas City,Missouri,United States,5
"Flour - Corn, Fine",Carol Stream,Illinois,United States,54
"Wine - White, Antinore Orvieto",New Bedford,Massachusetts,United States,65
Mushroom - Porcini Frozen,Houston,Texas,United States,37
Cookies - Assorted,Birmingham,Alabama,United States,24
Veal - Bones,Los Angeles,California,United States,57
Wine - Taylors Reserve,Greensboro,North Carolina,United States,84
Wild Boar - Tenderloin,Gatesville,Texas,United States,66
Dish Towel,Houston,Texas,United States,61
Pepper - Green Thai,Migrate,Kentucky,United States,35
Anisette - Mcguiness,Washington,District of Columbia,United States,65
Skirt - 29 Foot,Chicago,Illinois,United States,42
Longos - Greek Salad,Detroit,Michigan,United States,96
Cabbage - Savoy,Shawnee Mission,Kansas,United States,67
Mix - Cocktail Strawberry Daiquiri,Washington,District of Columbia,United States,2
"Schnappes - Peach, Walkers",Santa Fe,New Mexico,United States,68
Egg Patty Fried,Philadelphia,Pennsylvania,United States,55
Miso Paste White,Roanoke,Virginia,United States,11
Bread - Multigrain Oval,Wilkes Barre,Pennsylvania,United States,85
Galliano,New Brunswick,New Jersey,United States,20
Peach - Halves,Birmingham,Alabama,United States,65
Plums - Red,Minneapolis,Minnesota,United States,86
Shichimi Togarashi Peppeers,New York City,New York,United States,94
Wine - Chianti Classica Docg,Milwaukee,Wisconsin,United States,51
Venison - Striploin,Atlanta,Georgia,United States,10
Wine - Fume Blanc Fetzer,Buffalo,New York,United States,15
Energy Drink Red Bull,Fairbanks,Alaska,United States,85
"Pail - 4l White, With Handle",Oklahoma City,Oklahoma,United States,87
Food Colouring - Red,Birmingham,Alabama,United States,30
Artichokes - Jerusalem,Sacramento,California,United States,14
Rootbeer,Washington,District of Columbia,United States,55
Plate Pie Foil,Saint Louis,Missouri,United States,25
Wine - Fume Blanc Fetzer,Boston,Massachusetts,United States,57
Silicone Paper 16.5x24,Tallahassee,Florida,United States,47
"Veal - Brisket, Provimi, Bone - In",Fort Worth,Texas,United States,82
Container - Hngd Cll Blk 7x7x3,Tampa,Florida,United States,83
Daves Island Stinger,Greenville,South Carolina,United States,63
"Mushroom - Oyster, Fresh",Salt Lake City,Utah,United States,52
Flour - So Mix Cake White,Stamford,Connecticut,United States,86
"Pork - Loin, Center Cut",Longview,Texas,United States,77
Sauerkraut,El Paso,Texas,United States,22
Wine - Magnotta - Bel Paese White,Albuquerque,New Mexico,United States,38
Flower - Dish Garden,Canton,Ohio,United States,63
Tart - Pecan Butter Squares,Lafayette,Louisiana,United States,27
Shiro Miso,Austin,Texas,United States,52
Dr. Pepper - 355ml,Baton Rouge,Louisiana,United States,30
Sesame Seed,Savannah,Georgia,United States,7
Lid Tray - 16in Dome,Laurel,Maryland,United States,65
"Pesto - Primerba, Paste",Charlottesville,Virginia,United States,5
Beef - Short Loin,Camden,New Jersey,United States,8
Mushroom - Crimini,Lansing,Michigan,United States,97
Croissants Thaw And Serve,Minneapolis,Minnesota,United States,92
Grapes - Red,Indianapolis,Indiana,United States,30
"Cheese - Brie,danish",Cincinnati,Ohio,United States,29
Waffle Stix,Los Angeles,California,United States,7
Soupfoamcont12oz 112con,London,Kentucky,United States,83
Soup - Base Broth Chix,New York City,New York,United States,14
Apricots Fresh,Saint Louis,Missouri,United States,36
Rice Wine - Aji Mirin,Erie,Pennsylvania,United States,27
Beer - Sleemans Honey Brown,Omaha,Nebraska,United States,94
"Sparkling Wine - Rose, Freixenet",San Jose,California,United States,83
Campari,Huntington,West Virginia,United States,58
Bagels Poppyseed,Columbus,Mississippi,United States,61
Tomatillo,Monroe,Louisiana,United States,20
Parsnip,Saint Paul,Minnesota,United States,78
"Cheese - Cheddar, Medium",Decatur,Illinois,United States,59
Cup - Paper 10oz 92959,Beaufort,South Carolina,United States,53
Poppy Seed,Washington,District of Columbia,United States,71
Lid Coffee Cup 8oz Blk,New Hyde Park,New York,United States,55
Chips Potato Salt Vinegar 43g,Largo,Florida,United States,81
Beef - Striploin Aa,Oakland,California,United States,91
Ice Cream - Fudge Bars,El Paso,Texas,United States,97
Appetizer - Shrimp Puff,Nashville,Tennessee,United States,36
"Wine - White, Riesling, Henry Of",Fresno,California,United States,62
Pork - Sausage Casing,Fort Lauderdale,Florida,United States,45
"Chicken - Leg, Boneless",Alexandria,Virginia,United States,88
"Lobster - Baby, Boiled",Charleston,West Virginia,United States,90
Wine - Two Oceans Cabernet,Corpus Christi,Texas,United States,35
"Water - Mineral, Carbonated",Savannah,Georgia,United States,67
Lettuce - Baby Salad Greens,Wilmington,Delaware,United States,50
Sesame Seed,Santa Cruz,California,United States,76
Tea - Black Currant,Portland,Oregon,United States,84
"Mop Head - Cotton, 24 Oz",Bellevue,Washington,United States,59
Cassis,Houston,Texas,United States,21
Sausage - Chorizo,Orlando,Florida,United States,27
Emulsifier,Washington,District of Columbia,United States,87
Foil - 4oz Custard Cup,Atlanta,Georgia,United States,95
Cornflakes,Honolulu,Hawaii,United States,35
Wine - Merlot Vina Carmen,Boise,Idaho,United States,94
Ham - Cooked Italian,Tampa,Florida,United States,93
"Jam - Blackberry, 20 Ml Jar",Los Angeles,California,United States,50
Juice - Cranberry 284ml,Washington,District of Columbia,United States,55
Gelatine Powder,New Orleans,Louisiana,United States,79
Macaroons - Homestyle Two Bit,Nashville,Tennessee,United States,48
Dip - Tapenade,Detroit,Michigan,United States,73
Calypso - Lemonade,Canton,Ohio,United States,75
Mace Ground,Fresno,California,United States,76
Red Pepper Paste,Columbus,Georgia,United States,47
Goulash Seasoning,Oakland,California,United States,96
Grenadine,Gastonia,North Carolina,United States,89
Melon - Watermelon Yellow,San Jose,California,United States,55
Chick Peas - Dried,Anaheim,California,United States,45
"Juice - Clamato, 341 Ml",Katy,Texas,United States,71
Wine - Barbera Alba Doc 2001,Oklahoma City,Oklahoma,United States,16
Lobster - Live,Omaha,Nebraska,United States,15
"Water, Tap",Oklahoma City,Oklahoma,United States,17
Cactus Pads,Wichita,Kansas,United States,65
Shallots,Bethlehem,Pennsylvania,United States,22
Wine - Shiraz Wolf Blass Premium,El Paso,Texas,United States,52
Icecream - Dstk Super Cone,Daytona Beach,Florida,United States,41
Beans - French,Colorado Springs,Colorado,United States,11
Grapefruit - White,Detroit,Michigan,United States,41
Chocolate Bar - Oh Henry,Syracuse,New York,United States,63
Beef - Prime Rib Aaa,Greenville,South Carolina,United States,55
"Mushroom - Oyster, Fresh",Sacramento,California,United States,25
Soup - Campbells Mushroom,Oakland,California,United States,19
Flour - Teff,Toledo,Ohio,United States,15
Cookie - Dough Variety,Scottsdale,Arizona,United States,96
Cape Capensis - Fillet,Columbus,Ohio,United States,12
Lambcasing,Bradenton,Florida,United States,47
Cream - 18%,Santa Fe,New Mexico,United States,53
Cranberries - Fresh,Atlanta,Georgia,United States,99
"Cheese - Woolwich Goat, Log",Chicago,Illinois,United States,51
External Supplier,Worcester,Massachusetts,United States,90
"Sauce - Soya, Dark",Jefferson City,Missouri,United States,53
Basil - Thai,Lincoln,Nebraska,United States,68
Wine - Chateauneuf Du Pape,Corpus Christi,Texas,United States,71
Soup - Campbells Beef Stew,Albany,New York,United States,6
Beef - Sushi Flat Iron Steak,El Paso,Texas,United States,80
Sherbet - Raspberry,Kansas City,Missouri,United States,32
Oil - Coconut,Richmond,Virginia,United States,71
Paper Towel Touchless,Madison,Wisconsin,United States,70
"Tortillas - Flour, 12",Charlotte,North Carolina,United States,85
Beef - Inside Round,Alpharetta,Georgia,United States,32
Soy Protein,Charleston,West Virginia,United States,61
Chinese Foods - Plain Fried Rice,Reston,Virginia,United States,38
Cinnamon Buns Sticky,Olympia,Washington,United States,74
Squash - Guords,Pompano Beach,Florida,United States,27
Nougat - Paste / Cream,New Haven,Connecticut,United States,72
Ecolab Silver Fusion,Wilmington,Delaware,United States,62
Bacon Strip Precooked,Buffalo,New York,United States,74
Dr. Pepper - 355ml,Arlington,Texas,United States,22
Pasta - Agnolotti - Butternut,Chicago,Illinois,United States,21
Pie Shells 10,Buffalo,New York,United States,27
"Juice - Clamato, 341 Ml",Indianapolis,Indiana,United States,26
Sping Loaded Cup Dispenser,Sacramento,California,United States,81
Sugar - Fine,Fort Wayne,Indiana,United States,23
Nectarines,Littleton,Colorado,United States,66
Pails With Lids,Nashville,Tennessee,United States,63
Buffalo - Striploin,Houston,Texas,United States,99
Cucumber - Pickling Ontario,San Luis Obispo,California,United States,63
Wine - Pinot Noir Mondavi Coastal,Muskegon,Michigan,United States,62
Jolt Cola - Electric Blue,Chicago,Illinois,United States,39
Muffin - Mix - Creme Brule 15l,Wilmington,Delaware,United States,48
Vinegar - Champagne,Philadelphia,Pennsylvania,United States,84
Sugar - Invert,Stockton,California,United States,92
Chicken - Base,Chicago,Illinois,United States,54
Shrimp - 150 - 250,Dallas,Texas,United States,63
Cabbage - Savoy,Baton Rouge,Louisiana,United States,3
Mustard - Seed,Philadelphia,Pennsylvania,United States,38
Sprouts - Peppercress,Tampa,Florida,United States,14
Beef - Top Sirloin - Aaa,Lansing,Michigan,United States,89
Sauce Bbq Smokey,San Diego,California,United States,40
Oil - Grapeseed Oil,New York City,New York,United States,48
"Chicken - Thigh, Bone In",Sioux City,Iowa,United States,87
Beer - Moosehead,Camden,New Jersey,United States,88
Ecolab Silver Fusion,Omaha,Nebraska,United States,53
Spinach - Frozen,Elmira,New York,United States,68
"Pepper - Paprika, Hungarian",Trenton,New Jersey,United States,49
Marjoram - Fresh,Austin,Texas,United States,37
Onions - Red Pearl,Charleston,South Carolina,United States,34
Sping Loaded Cup Dispenser,El Paso,Texas,United States,41
Steampan Lid,New York City,New York,United States,48
"Wine - Red, Mouton Cadet",Lake Worth,Florida,United States,13
Chicken - Soup Base,Duluth,Georgia,United States,54
"Pepper - Black, Crushed",Birmingham,Alabama,United States,100
Eggplant - Regular,Canton,Ohio,United States,13
"Cheese - Cheddar, Old White",Newark,Delaware,United States,4
Country Roll,Washington,District of Columbia,United States,72
Wanton Wrap,Woburn,Massachusetts,United States,25
"Carrots - Purple, Organic",Tacoma,Washington,United States,98
"Mushroom - Shitake, Fresh",Charlotte,North Carolina,United States,46
Compound - Orange,Corpus Christi,Texas,United States,22
